Count,Name,Start X,Start Y,End X,End Y
1,Line,13.8092,2.8045,17.6134,4.0406
1,Line,17.6134,4.0406,21.4177,5.2767
1,Line,21.4177,5.2767,25.2219,6.5128
1,Line,25.2219,6.5128,29.0261,7.7488
1,Line,29.0261,7.7488,32.8303,8.9849
1,Line,32.8303,8.9849,36.6346,10.2210
